"id","commodity__sid","commodity__code","commodity__suffix","commodity__description","commodity__validity_start","commodity__validity_end","parent__sid","parent__code","parent__suffix"
20565,96375,"8409910090","80","Other","2012-07-01","#NA",47739,"8409910000","80"
20566,47740,"8409990000","80","Other","1972-01-01","#NA",47738,"8409910000","10"
20567,93864,"8409990010","80","Injectors with solenoid valve for optimised atomisation in the engine combustion chamber","2012-01-01","#NA",47740,"8409990000","80"
20568,105295,"8409990025","80","Hoses assembly for fuel return from injectors to engine fuel unit consisting of at least:
 
- three rubber hoses, whether or not with a protective braided sleeving,
 
- three connectors for connecting fuel injectors,
 
- five metal clamps,
 
- one T-shaped plastic joint,
for use in the manufacture of engines of motor vehicles","2020-07-01","#NA",47740,"8409990000","80"
20569,103633,"8409990055","80","Exhaust manifold with turbine housing of turbochargers, with a hole to insert a turbine wheel, whereby the hole has a diameter of 28mm or more, but not more than 181mm","2018-01-01","#NA",47740,"8409990000","80"
20570,104622,"8409990065","80","The exhaust gas recirculation assembly consisting of: -a control unit, -an air throttle, -an intake pipe, -an outlet hose, for use in the manufacture of spark-ignition or compression-ignition combustion engines of motor vehicles","2019-07-01","#NA",47740,"8409990000","80"
20571,103614,"8409990070","80","Metal alloy intake and exhaust valve, with a Rockwell hardness HRC 20 or more, for use in the manufacture of spark or compression ignition engines of motor vehicles","2018-01-01","#NA",47740,"8409990000","80"
20572,104884,"8409990075","80","High pressure fuel rail of galvanized ferrite-pearlite steel with:<br> <br>-at least one pressure sensor and one valve,<br> <br>-a length of 314 mm or more but not more than 322 mm,<br> <br>-an operating pressure not more than 225 MPa,<br> <br>-an inlet temperature not more than 95°C,<br> <br>-ambient temperature of -45°C or more but not more than 145°C,<br>for use in the manufacture of compression ignition engines of motor vehicles","2020-01-01","#NA",47740,"8409990000","80"
20573,93865,"8409990090","80","Other","2012-01-01","#NA",47740,"8409990000","80"
20574,47741,"8410000000","80","Hydraulic turbines, water wheels, and regulators therefor","1972-01-01","#NA",47571,"8400000000","80"
20575,47742,"8410110000","10","Hydraulic turbines and water wheels","1972-01-01","#NA",47741,"8410000000","80"
20576,47743,"8410110000","80","Of a power not exceeding 1 000 kW","1972-01-01","#NA",47742,"8410110000","10"
20577,47744,"8410120000","80","Of a power exceeding 1 000 kW but not exceeding 10 000 kW","1972-01-01","#NA",47742,"8410110000","10"
20578,47745,"8410130000","80","Of a power exceeding 10 000 kW","1972-01-01","#NA",47742,"8410110000","10"
20579,47746,"8410900000","80","Parts, including regulators","1972-01-01","#NA",47741,"8410000000","80"
20580,47749,"8411000000","80","Turbojets, turbopropellers and other gas turbines","1972-01-01","#NA",47571,"8400000000","80"
20581,47750,"8411110000","10","Turbojets","1972-01-01","#NA",47749,"8411000000","80"
20582,47751,"8411110000","80","Of a thrust not exceeding 25 kN","1972-01-01","#NA",47750,"8411110000","10"
20583,82804,"8411110010","80","For use in civil aircraft","2006-01-01","#NA",47751,"8411110000","80"
20584,82805,"8411110020","80","Intended to be fitted in aircraft imported duty free or built within the Community","2006-01-01","#NA",47751,"8411110000","80"
20585,82806,"8411110090","80","Other","2006-01-01","#NA",47751,"8411110000","80"
20586,47756,"8411120000","80","Of a thrust exceeding 25 kN","1972-01-01","#NA",47750,"8411110000","10"
20587,82807,"8411121000","80","Of a thrust exceeding 25 kN but not exceeding 44 kN","2006-01-01","#NA",47756,"8411120000","80"
20588,82808,"8411121010","80","For use in civil aircraft","2006-01-01","#NA",82807,"8411121000","80"
20589,82809,"8411121020","80","Intended to be fitted in aircraft imported duty free or built within the Community","2006-01-01","#NA",82807,"8411121000","80"
20590,82810,"8411121090","80","Other","2006-01-01","#NA",82807,"8411121000","80"
20591,82811,"8411123000","80","Of a thrust exceeding 44 kN but not exceeding 132 kN","2006-01-01","#NA",47756,"8411120000","80"
20592,82812,"8411123010","80","For use in civil aircraft","2006-01-01","#NA",82811,"8411123000","80"
20593,82813,"8411123020","80","Intended to be fitted in aircraft imported duty free or built within the Community","2006-01-01","#NA",82811,"8411123000","80"
20594,82814,"8411123090","80","Other","2006-01-01","#NA",82811,"8411123000","80"
20595,82815,"8411128000","80","Of a thrust exceeding 132 kN","2006-01-01","#NA",47756,"8411120000","80"
20596,82816,"8411128010","80","For use in civil aircraft","2006-01-01","#NA",82815,"8411128000","80"
20597,82817,"8411128020","80","Intended to be fitted in aircraft imported duty free or built within the Community","2006-01-01","#NA",82815,"8411128000","80"
20598,82818,"8411128090","80","Other","2006-01-01","#NA",82815,"8411128000","80"
20599,47764,"8411210000","10","Turbopropellers","1972-01-01","#NA",47749,"8411000000","80"
20600,47765,"8411210000","80","Of a power not exceeding 1 100 kW","1972-01-01","#NA",47764,"8411210000","10"
20601,82819,"8411210010","80","For use in civil aircraft","2006-01-01","#NA",47765,"8411210000","80"
20602,82820,"8411210020","80","Intended to be fitted in aircraft imported duty free or built within the Community","2006-01-01","#NA",47765,"8411210000","80"
20603,82821,"8411210090","80","Other","2006-01-01","#NA",47765,"8411210000","80"
20604,47770,"8411220000","80","Of a power exceeding 1 100 kW","1972-01-01","#NA",47764,"8411210000","10"
20605,82822,"8411222000","80","Of a power exceeding 1 100 kW but not exceeding 3 730 kW","2006-01-01","#NA",47770,"8411220000","80"
20606,82823,"8411222010","80","For use in civil aircraft","2006-01-01","#NA",82822,"8411222000","80"
20607,82824,"8411222020","80","Intended to be fitted in aircraft imported duty free or built within the Community","2006-01-01","#NA",82822,"8411222000","80"
20608,82825,"8411222090","80","Other","2006-01-01","#NA",82822,"8411222000","80"
20609,82826,"8411228000","80","Of a power exceeding 3 730 kW","2006-01-01","#NA",47770,"8411220000","80"
20610,82827,"8411228010","80","For use in civil aircraft","2006-01-01","#NA",82826,"8411228000","80"
20611,82828,"8411228020","80","Intended to be fitted in aircraft imported duty free or built within the Community","2006-01-01","#NA",82826,"8411228000","80"
20612,82829,"8411228090","80","Other","2006-01-01","#NA",82826,"8411228000","80"
20613,47777,"8411810000","10","Other gas turbines","1972-01-01","#NA",47749,"8411000000","80"
20614,47778,"8411810000","80","Of a power not exceeding 5 000 kW","1972-01-01","#NA",47777,"8411810000","10"
20615,82830,"8411810010","80","For use in civil aircraft","2006-01-01","#NA",47778,"8411810000","80"
20616,82831,"8411810090","80","Other","2006-01-01","#NA",47778,"8411810000","80"
20617,47781,"8411820000","80","Of a power exceeding 5 000 kW","1972-01-01","#NA",47777,"8411810000","10"
20618,82832,"8411822000","80","Of a power exceeding 5 000 kW but not exceeding 20 000 kW","2006-01-01","#NA",47781,"8411820000","80"
20619,82833,"8411822010","80","For use in civil aircraft","2006-01-01","#NA",82832,"8411822000","80"
20620,82834,"8411822090","80","Other","2006-01-01","#NA",82832,"8411822000","80"
20621,82835,"8411826000","80","Of a power exceeding 20 000 kW but not exceeding 50 000 kW","2006-01-01","#NA",47781,"8411820000","80"
20622,82836,"8411826010","80","For use in civil aircraft","2006-01-01","#NA",82835,"8411826000","80"
20623,82837,"8411826090","80","Other","2006-01-01","#NA",82835,"8411826000","80"
20624,82838,"8411828000","80","Of a power exceeding 50 000 kW","2006-01-01","#NA",47781,"8411820000","80"
20625,82839,"8411828010","80","For use in civil aircraft","2006-01-01","#NA",82838,"8411828000","80"
20626,82840,"8411828090","80","Other","2006-01-01","#NA",82838,"8411828000","80"
20627,47787,"8411910000","10","Parts","1972-01-01","#NA",47749,"8411000000","80"
20628,47788,"8411910000","80","Of turbojets or turbopropellers","1972-01-01","#NA",47787,"8411910000","10"
20629,82841,"8411910010","80","For use in civil aircraft","2006-01-01","#NA",47788,"8411910000","80"
20630,82842,"8411910020","80","Intended to be fitted in aircraft imported duty free or built within the Community","2006-01-01","#NA",47788,"8411910000","80"
20631,82843,"8411910090","80","Other","2006-01-01","#NA",47788,"8411910000","80"
20632,47793,"8411990000","80","Other","1972-01-01","#NA",47787,"8411910000","10"
20633,82844,"8411990010","80","Of gas turbines, for use in civil aircraft","2006-01-01","#NA",47793,"8411990000","80"
20634,103634,"8411990020","10","Other","2018-01-01","#NA",47793,"8411990000","80"
20635,103635,"8411990020","80","Wheel-shaped gas turbine component with blades, of a kind used in turbochargers:<br> <br><br><br>- of a precision-cast nickel based alloy complying with standard DIN G- NiCr13Al6MoNb or DIN G- NiCr13Al16MoNb or DIN G- NiCo10W10Cr9AlTi or DIN G- NiCr12Al6MoNb or AMS AISI:686,<br> <br><br><br>- with a heat-resistance of not more than 1 100 °C,<br> <br><br><br>- with a diameter of 28 mm or more, but not more than 180 mm,<br> <br><br><br>- with a height of 20 mm or more, but not more than 150 mm<br>","2018-01-01","#NA",103634,"8411990020","10"
20636,103636,"8411990030","80","Turbine housing of turbochargers, with a hole to insert a turbine wheel, whereby the hole has a diameter of 28mm or more, but not more than 181mm","2018-01-01","#NA",103634,"8411990020","10"
20637,96924,"8411990099","80","Other","2013-01-01","#NA",103634,"8411990020","10"
20638,47796,"8412000000","80","Other engines and motors","1972-01-01","#NA",47571,"8400000000","80"
20639,47797,"8412100000","80","Reaction engines other than turbojets","1972-01-01","#NA",47796,"8412000000","80"
20640,82854,"8412100010","80","For use in civil aircraft","2006-01-01","#NA",47797,"8412100000","80"
20641,82855,"8412100020","80","Intended to be fitted in aircraft imported duty free or built within the Community","2006-01-01","#NA",47797,"8412100000","80"
20642,82856,"8412100090","80","Other","2006-01-01","#NA",47797,"8412100000","80"
20643,47802,"8412210000","10","Hydraulic power engines and motors","1972-01-01","#NA",47796,"8412000000","80"
20644,47803,"8412210000","80","Linear acting (cylinders)","1972-01-01","#NA",47802,"8412210000","10"
20645,82857,"8412212000","80","Hydraulic systems","2006-01-01","#NA",47803,"8412210000","80"
20646,82858,"8412212010","80","For use in civil aircraft","2006-01-01","#NA",82857,"8412212000","80"
20647,82859,"8412212090","80","Other","2006-01-01","#NA",82857,"8412212000","80"
20648,82860,"8412218000","80","Other","2006-01-01","#NA",47803,"8412210000","80"
20649,82861,"8412218010","80","For use in civil aircraft","2006-01-01","#NA",82860,"8412218000","80"
20650,97322,"8412218090","80","Other","2013-01-01","#NA",82860,"8412218000","80"
20651,47808,"8412290000","80","Other","1972-01-01","#NA",47802,"8412210000","10"
20652,82863,"8412292000","80","Hydraulic systems","2006-01-01","#NA",47808,"8412290000","80"
20653,82864,"8412292010","80","For use in civil aircraft","2006-01-01","#NA",82863,"8412292000","80"
20654,82865,"8412292090","80","Other","2006-01-01","#NA",82863,"8412292000","80"
20655,82866,"8412298100","10","Other","2006-01-01","#NA",47808,"8412290000","80"
20656,82867,"8412298100","80","Hydraulic fluid power motors","2006-01-01","#NA",82866,"8412298100","10"
20657,82868,"8412298110","80","For use in civil aircraft","2006-01-01","#NA",82867,"8412298100","80"
20658,82869,"8412298190","80","Other","2006-01-01","#NA",82867,"8412298100","80"
20659,82870,"8412298900","80","Other","2006-01-01","#NA",82866,"8412298100","10"
20660,82871,"8412298910","80","For use in civil aircraft","2006-01-01","#NA",82870,"8412298900","80"
20661,82872,"8412298990","80","Other","2006-01-01","#NA",82870,"8412298900","80"
20662,47815,"8412310000","10","Pneumatic power engines and motors","1972-01-01","#NA",47796,"8412000000","80"
20663,47816,"8412310000","80","Linear acting (cylinders)","1972-01-01","#NA",47815,"8412310000","10"
20664,82873,"8412310010","80","For use in civil aircraft","2006-01-01","#NA",47816,"8412310000","80"
20665,82874,"8412310090","80","Other","2006-01-01","#NA",47816,"8412310000","80"
20666,47819,"8412390000","80","Other","1972-01-01","#NA",47815,"8412310000","10"
20667,82875,"8412390010","80","For use in civil aircraft","2006-01-01","#NA",47819,"8412390000","80"
20668,104474,"8412390020","80","Actuator for a single-stage turbocharger, with: - ¬a pressure inlet pipe and a control rod with a working stroke of 15mm or more but not more than 40mm, - a maximum length of the actuator including control rod of not more than 400mm, - ¬a maximum diameter of the can at the widest point of not more than 140mm, and - a maximum height of the can without control rod of not more than 140mm","2019-01-01","#NA",47819,"8412390000","80"
20669,82876,"8412390090","80","Other","2006-01-01","#NA",47819,"8412390000","80"
20670,47822,"8412800000","80","Other","1972-01-01","#NA",47796,"8412000000","80"
20671,47823,"8412801000","80","Steam or other vapour power engines","1972-01-01","#NA",47822,"8412800000","80"
20672,82877,"8412808000","80","Other","2006-01-01","#NA",47822,"8412800000","80"
20673,82878,"8412808010","80","For use in civil aircraft","2006-01-01","#NA",82877,"8412808000","80"
20674,82879,"8412808090","80","Other","2006-01-01","#NA",82877,"8412808000","80"
20675,47827,"8412900000","80","Parts","1972-01-01","#NA",47796,"8412000000","80"
20676,82880,"8412902000","80","Of reaction engines other than turbojets","2006-01-01","#NA",47827,"8412900000","80"
20677,82881,"8412902010","80","For use in civil aircraft","2006-01-01","#NA",82880,"8412902000","80"
20678,82882,"8412902020","80","Intended to be fitted in aircraft imported duty free or built within the Community","2006-01-01","#NA",82880,"8412902000","80"
20679,82883,"8412902090","80","Other","2006-01-01","#NA",82880,"8412902000","80"
20680,82884,"8412904000","80","Of hydraulic power engines and motors","2006-01-01","#NA",47827,"8412900000","80"
20681,82885,"8412904010","80","For use in civil aircraft","2006-01-01","#NA",82884,"8412904000","80"
20682,82886,"8412904090","80","Other","2006-01-01","#NA",82884,"8412904000","80"
20683,82888,"8412908000","80","Other","2006-01-01","#NA",47827,"8412900000","80"
20684,82889,"8412908010","80","For use in civil aircraft","2006-01-01","#NA",82888,"8412908000","80"
20685,106116,"8412908020","80","Bedplate made of solution strengthened ductile iron castings (SSDI), for anchoring and aligning the drive train (gearbox, pedestal bearing, rotor shaft) of a wind turbine with: - a length of 3,5 m or more but not more than 4,5 m, - a width of 2 m or more but not more than 4,2 m, - a height of 1 m or more, but not more than 1,3 m, - a weight of 11 tons or more but not more than 21,5 tons, - mounting bores for yawdrive, - mounting flange for gearbox support, - drivetrain mount, - different screw sockets","2021-07-01","#NA",82888,"8412908000","80"
20686,106117,"8412908030","80","Gearbox support used as a support and load-carrying component between the gearbox and the bedplate of a wind turbine, made of solution strengthened ductile iron castings (SSDI), with:
 
-a diameter of 2 m or more, but not more than 5 m,
 
-a weight of 2 tons or more but not more than 7 tons","2021-07-01","#NA",82888,"8412908000","80"
20687,82890,"8412908090","80","Other","2006-01-01","#NA",82888,"8412908000","80"
20688,47835,"8413000000","80","Pumps for liquids, whether or not fitted with a measuring device; liquid elevators","1972-01-01","#NA",47571,"8400000000","80"
20689,47836,"8413110000","10","Pumps fitted or designed to be fitted with a measuring device","1972-01-01","#NA",47835,"8413000000","80"
20690,47837,"8413110000","80","Pumps for dispensing fuel or lubricants, of the type used in filling stations or in garages","1972-01-01","#NA",47836,"8413110000","10"
20691,47838,"8413190000","80","Other","1972-01-01","#NA",47836,"8413110000","10"
20692,82928,"8413190010","80","For use in civil aircraft","2006-01-01","#NA",47838,"8413190000","80"
20693,82929,"8413190090","80","Other","2006-01-01","#NA",47838,"8413190000","80"
20694,47841,"8413200000","80","Handpumps, other than those of subheading 8413 11 or 8413 19","1972-01-01","#NA",47835,"8413000000","80"
20695,82930,"8413200010","80","For use in civil aircraft","2006-01-01","#NA",47841,"8413200000","80"
20696,82931,"8413200090","80","Other","2006-01-01","#NA",47841,"8413200000","80"
20697,47844,"8413300000","80","Fuel, lubricating or cooling medium pumps for internal combustion piston engines","1972-01-01","#NA",47835,"8413000000","80"
20698,82932,"8413302000","80","Injection pumps","2006-01-01","#NA",47844,"8413300000","80"
20699,82933,"8413302010","80","For use in civil aircraft","2006-01-01","#NA",82932,"8413302000","80"
20700,103059,"8413302030","80","Single-cylinder radial-piston high pressure pump for gasoline direct injection with:<br> <br><br><br>- an operating pressure of 200 bar or more, but not more than 350 bar,<br> <br><br><br>- a flow control, and<br> <br><br><br>- a pressure relief valve,<br>for use in the manufacture of engines of motor vehicles","2017-07-01","#NA",82932,"8413302000","80"
20701,105629,"8413302040","80","High-pressure plunger pump for direct diesel injection, with:
 
-an operating pressure of not more than 275 MPa,
 
-a camshaft,
 
-a fluid discharging of 15 cm³ per minute or more, but not more than 1 800 cm³ per minute,
 
-an electric pressure regulating valve","2021-01-01","#NA",82932,"8413302000","80"
20702,105630,"8413302050","80","High-pressure plunger pump for direct diesel injection:
 
-with an operating pressure of not more than 275 MPa,
 
-designed to contact the crankshaft,
 
-with an electromagnetic valve","2021-01-01","#NA",82932,"8413302000","80"
20703,106396,"8413302060","80","High-pressure plunger pump for direct petrol injection:

-with an operating pressure of not more than 90 MPa,

-designed to contact the crankshaft,

-with an electromagnetic valve","2022-01-01","#NA",82932,"8413302000","80"
20704,82934,"8413302090","80","Other","2006-01-01","#NA",82932,"8413302000","80"
20705,82935,"8413308000","80","Other","2006-01-01","#NA",47844,"8413300000","80"
20706,82936,"8413308010","80","For use in civil aircraft","2006-01-01","#NA",82935,"8413308000","80"
20707,108405,"8413308020","80","Electric water pump ensuring the functionality of the water circuit also when the motor is temporarily switched off, for operating DC voltage of 9 V or more but not more than 16 V, with:
 
-capacity - pressure 0,075 MPa at 3 800 rpm,
 
-discharge of 12 l/min,
 
-whether or not with connecting cable with connector, and
 
-mounting bracket, 
for use in the manufacture of goods of Chapter 87","2023-01-01","#NA",82935,"8413308000","80"
20708,82937,"8413308090","80","Other","2006-01-01","#NA",82935,"8413308000","80"
20709,47847,"8413400000","80","Concrete pumps","1972-01-01","#NA",47835,"8413000000","80"
20710,47848,"8413500000","80","Other reciprocating positive displacement pumps","1972-01-01","#NA",47835,"8413000000","80"
20711,82938,"8413502000","80","Hydraulic units","2006-01-01","#NA",47848,"8413500000","80"
20712,82939,"8413502010","80","For use in civil aircraft","2006-01-01","#NA",82938,"8413502000","80"
20713,82940,"8413502090","80","Other","2006-01-01","#NA",82938,"8413502000","80"
20714,82941,"8413504000","80","Dosing and proportioning pumps","2006-01-01","#NA",47848,"8413500000","80"
20715,82942,"8413504010","80","For use in civil aircraft","2006-01-01","#NA",82941,"8413504000","80"
20716,82943,"8413504090","80","Other","2006-01-01","#NA",82941,"8413504000","80"
20717,82944,"8413506100","10","Other","2006-01-01","#NA",47848,"8413500000","80"
20718,82945,"8413506100","20","Piston pumps","2006-01-01","#NA",82944,"8413506100","10"
20719,82946,"8413506100","80","Hydraulic fluid power","2006-01-01","#NA",82945,"8413506100","20"
20720,82947,"8413506110","80","For use in civil aircraft","2006-01-01","#NA",82946,"8413506100","80"
20721,83194,"8413506190","80","Other","2006-01-01","#NA",82946,"8413506100","80"
20722,82949,"8413506900","80","Other","2006-01-01","#NA",82945,"8413506100","20"
20723,82950,"8413506910","80","For use in civil aircraft","2006-01-01","#NA",82949,"8413506900","80"
20724,82951,"8413506990","80","Other","2006-01-01","#NA",82949,"8413506900","80"
20725,82952,"8413508000","80","Other","2006-01-01","#NA",82944,"8413506100","10"
20726,82953,"8413508010","80","For use in civil aircraft","2006-01-01","#NA",82952,"8413508000","80"
20727,82954,"8413508090","80","Other","2006-01-01","#NA",82952,"8413508000","80"
20728,47858,"8413600000","80","Other rotary positive displacement pumps","1972-01-01","#NA",47835,"8413000000","80"
20729,82955,"8413602000","80","Hydraulic units","2006-01-01","#NA",47858,"8413600000","80"
20730,82956,"8413602010","80","For use in civil aircraft","2006-01-01","#NA",82955,"8413602000","80"
20731,82957,"8413602090","80","Other","2006-01-01","#NA",82955,"8413602000","80"
20732,82958,"8413603100","10","Other","2006-01-01","#NA",47858,"8413600000","80"
20733,82959,"8413603100","20","Gear pumps","2006-01-01","#NA",82958,"8413603100","10"
20734,82960,"8413603100","80","Hydraulic fluid power","2006-01-01","#NA",82959,"8413603100","20"
20735,82961,"8413603110","80","For use in civil aircraft","2006-01-01","#NA",82960,"8413603100","80"
20736,82962,"8413603190","80","Other","2006-01-01","#NA",82960,"8413603100","80"
20737,82963,"8413603900","80","Other","2006-01-01","#NA",82959,"8413603100","20"
20738,82964,"8413603910","80","For use in civil aircraft","2006-01-01","#NA",82963,"8413603900","80"
20739,82965,"8413603990","80","Other","2006-01-01","#NA",82963,"8413603900","80"
20740,82966,"8413606100","10","Vane pumps","2006-01-01","#NA",82958,"8413603100","10"
20741,82967,"8413606100","80","Hydraulic fluid power","2006-01-01","#NA",82966,"8413606100","10"
20742,82968,"8413606110","80","For use in civil aircraft","2006-01-01","#NA",82967,"8413606100","80"
20743,82969,"8413606190","80","Other","2006-01-01","#NA",82967,"8413606100","80"
20744,82970,"8413606900","80","Other","2006-01-01","#NA",82966,"8413606100","10"
20745,82971,"8413606910","80","For use in civil aircraft","2006-01-01","#NA",82970,"8413606900","80"
20746,82973,"8413606990","80","Other","2006-01-01","#NA",82970,"8413606900","80"
20747,82974,"8413607000","80","Screw pumps","2006-01-01","#NA",82958,"8413603100","10"
20748,82975,"8413607010","80","For use in civil aircraft","2006-01-01","#NA",82974,"8413607000","80"
20749,82976,"8413607090","80","Other","2006-01-01","#NA",82974,"8413607000","80"
20750,82977,"8413608000","80","Other","2006-01-01","#NA",82958,"8413603100","10"
20751,82978,"8413608010","80","For use in civil aircraft","2006-01-01","#NA",82977,"8413608000","80"
20752,82979,"8413608090","80","Other","2006-01-01","#NA",82977,"8413608000","80"
20753,47871,"8413700000","80","Other centrifugal pumps","1972-01-01","#NA",47835,"8413000000","80"
20754,82980,"8413702100","10","Submersible pumps","2006-01-01","#NA",47871,"8413700000","80"
20755,47875,"8413702100","80","Single-stage","1972-01-01","#NA",82980,"8413702100","10"
20756,47876,"8413702900","80","Multi-stage","1972-01-01","#NA",82980,"8413702100","10"
20757,47877,"8413703000","80","Glandless impeller pumps for heating systems and warm water supply","1972-01-01","#NA",47871,"8413700000","80"
20758,82987,"8413703500","10","Other, with a discharge outlet diameter","2006-01-01","#NA",47871,"8413700000","80"
20759,82988,"8413703500","80","Not exceeding 15 mm","2006-01-01","#NA",82987,"8413703500","10"
20760,82989,"8413703510","80","For use in civil aircraft","2006-01-01","#NA",82988,"8413703500","80"
20761,105939,"8413703589","80","Other","2021-01-01","#NA",82988,"8413703500","80"
20762,82991,"8413704500","10","Exceeding 15 mm","2006-01-01","#NA",82987,"8413703500","10"
20763,82992,"8413704500","80","Channel impeller pumps and side channel pumps","2006-01-01","#NA",82991,"8413704500","10"
20764,82993,"8413704510","80","For use in civil aircraft","2006-01-01","#NA",82992,"8413704500","80"
20765,82994,"8413704590","80","Other","2006-01-01","#NA",82992,"8413704500","80"
20766,82995,"8413705100","10","Radial flow pumps","2006-01-01","#NA",82991,"8413704500","10"
20767,82996,"8413705100","20","Single-stage","2006-01-01","#NA",82995,"8413705100","10"
20768,82997,"8413705100","30","With single entry impeller","2006-01-01","#NA",82996,"8413705100","20"
20769,82998,"8413705100","80","Monobloc","2006-01-01","#NA",82997,"8413705100","30"
20770,82999,"8413705110","80","For use in civil aircraft","2006-01-01","#NA",82998,"8413705100","80"
20771,106398,"8413705120","80","Electric brushless direct current motor with single-stage, radial flow pump centrifugal single entry impeller mounted on motor's shaft and volute with integrated heater of nominal power of 1800 W and soldered safety devices, monobloc with the motor, with:

-a discharge outlet diameter of 20 mm or more,

-9 slots stator,

-6 pole rotor,

-rated power of 95 W,

-volute with straight outlet,

-rotor chamber without sand filter","2022-01-01","#NA",82998,"8413705100","80"
20772,106397,"8413705130","80","Electric brushless direct current motor with single-stage, radial flow pump centrifugal single entry impeller mounted on motor's shaft and volute with integrated heater of nominal power of 1800 W and soldered safety devices, monobloc with the motor, with:

-a discharge outlet diameter of 20 mm or more,

-9 slots stator,

-6 pole rotor,

-rated power of 95 W,

-volute with clamped rubber hose outlet,

-rotor chamber without sand filter","2022-01-01","#NA",82998,"8413705100","80"
20773,106399,"8413705140","80","Electric brushless direct current motor with single-stage, radial flow pump centrifugal single entry impeller mounted on motor's shaft, monobloc with the motor, volute with integrated heater, with:

-a discharge outlet diameter of 20 mm or more,

-9 slots square or chain pole stator,

-6 pole rotor,

-ferritic or rare earth magnets,

-rated power of 95 W or 80 W,

-heater of nominal power of 1800 W and soldered or laser welded safety, devices,

-volute with or without clamped rubber outlet,

-rotor chamber with ultrasonic welded sand filter","2022-01-01","#NA",82998,"8413705100","80"
20774,83000,"8413705190","80","Other","2006-01-01","#NA",82998,"8413705100","80"
20775,83001,"8413705900","80","Other","2006-01-01","#NA",82997,"8413705100","30"
20776,83002,"8413705910","80","For use in civil aircraft","2006-01-01","#NA",83001,"8413705900","80"
20777,83003,"8413705990","80","Other","2006-01-01","#NA",83001,"8413705900","80"
20778,83004,"8413706500","80","With more than one entry impeller","2006-01-01","#NA",82996,"8413705100","20"
20779,83005,"8413706510","80","For use in civil aircraft","2006-01-01","#NA",83004,"8413706500","80"
20780,83006,"8413706590","80","Other","2006-01-01","#NA",83004,"8413706500","80"
20781,83007,"8413707500","80","Multi-stage","2006-01-01","#NA",82995,"8413705100","10"
20782,83008,"8413707510","80","For use in civil aircraft","2006-01-01","#NA",83007,"8413707500","80"
20783,83009,"8413707590","80","Other","2006-01-01","#NA",83007,"8413707500","80"
20784,83010,"8413708100","10","Other centrifugal pumps","2006-01-01","#NA",82991,"8413704500","10"
20785,83011,"8413708100","80","Single-stage","2006-01-01","#NA",83010,"8413708100","10"
20786,83012,"8413708110","80","For use in civil aircraft","2006-01-01","#NA",83011,"8413708100","80"
20787,83029,"8413708190","80","Other","2006-01-01","#NA",83011,"8413708100","80"
20788,83014,"8413708900","80","Multi-stage","2006-01-01","#NA",83010,"8413708100","10"
20789,83015,"8413708910","80","For use in civil aircraft","2006-01-01","#NA",83014,"8413708900","80"
20790,83016,"8413708990","80","Other","2006-01-01","#NA",83014,"8413708900","80"
20791,47892,"8413810000","10","Other pumps; liquid elevators","1972-01-01","#NA",47835,"8413000000","80"
20792,47893,"8413810000","80","Pumps","1972-01-01","#NA",47892,"8413810000","10"
20793,83017,"8413810010","80","For use in civil aircraft","2006-01-01","#NA",47893,"8413810000","80"
20794,83018,"8413810090","80","Other","2006-01-01","#NA",47893,"8413810000","80"
20795,47896,"8413820000","80","Liquid elevators","1972-01-01","#NA",47892,"8413810000","10"
20796,47897,"8413910000","10","Parts","1972-01-01","#NA",47835,"8413000000","80"
20797,47898,"8413910000","80","Of pumps","1972-01-01","#NA",47897,"8413910000","10"
20798,83019,"8413910010","80","For use in civil aircraft","2006-01-01","#NA",47898,"8413910000","80"
20799,98622,"8413910030","80","Fuel pump cover:<br> <br><br><br>- consisting of aluminum alloys,<br> <br><br><br>- with a diameter of 38 mm or 50 mm,<br> <br><br><br>- with two concentric, annular grooves formed on its surface,<br> <br><br><br>- anodized,<br>of a kind used in motor vehicles with petrol engines","2015-01-01","#NA",47898,"8413910000","80"
20800,104245,"8413910050","80","Pump head for two cylinder high pressure pump made of forged steel, with:<br>- milled threaded fittings with a diameter of 10 mm or more but not more than 36,8 mm, and<br>- drilled fuel channels with a diameter of 3,5 mm or more but not more than 10 mm<br>of a kind used in diesel injection systems<br>","2019-01-01","#NA",47898,"8413910000","80"
20801,83020,"8413910090","80","Other","2006-01-01","#NA",47898,"8413910000","80"
20802,47901,"8413920000","80","Of liquid elevators","1972-01-01","#NA",47897,"8413910000","10"
20803,47902,"8414000000","80","Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; gas-tight biological safety cabinets, whether or not fitted with filters","1972-01-01","#NA",47571,"8400000000","80"
20804,47903,"8414100000","80","Vacuum pumps","1972-01-01","#NA",47902,"8414000000","80"
20805,103846,"8414101500","80","Of a kind used for the manufacture of semiconductors or solely or principally used for the manufacture of flat panel displays","2018-01-01","#NA",47903,"8414100000","80"
20806,83064,"8414102500","10","Other","2006-01-01","#NA",47903,"8414100000","80"
20807,83065,"8414102500","80","Rotary piston pumps, sliding vane rotary pumps, molecular drag pumps and Roots pumps","2006-01-01","#NA",83064,"8414102500","10"
20808,83066,"8414102510","80","For use in civil aircraft","2006-01-01","#NA",83065,"8414102500","80"
