"id","commodity__sid","commodity__code","commodity__suffix","commodity__description","commodity__validity_start","commodity__validity_end","parent__sid","parent__code","parent__suffix"
1,27623,"0100000000","80","LIVE ANIMALS","1971-12-31","#NA","#NA","#NA","#NA"
2,27624,"0101000000","80","Live horses, asses, mules and hinnies","1972-01-01","#NA",27623,"0100000000","80"
3,93797,"0101210000","10","Horses","2012-01-01","#NA",27624,"0101000000","80"
4,93796,"0101210000","80","Pure-bred breeding animals","2012-01-01","#NA",93797,"0101210000","10"
5,93798,"0101290000","80","Other","2012-01-01","#NA",93797,"0101210000","10"
6,93799,"0101291000","80","For slaughter","2012-01-01","#NA",93798,"0101290000","80"
7,93800,"0101299000","80","Other","2012-01-01","#NA",93798,"0101290000","80"
8,93801,"0101300000","80","Asses","2012-01-01","#NA",27624,"0101000000","80"
9,72763,"0101900000","80","Other","2002-01-01","#NA",27624,"0101000000","80"
10,27633,"0102000000","80","Live bovine animals","1972-01-01","#NA",27623,"0100000000","80"
11,94053,"0102210000","10","Cattle","2012-01-01","#NA",27633,"0102000000","80"
12,94047,"0102210000","80","Pure-bred breeding animals","2012-01-01","#NA",94053,"0102210000","10"
13,94048,"0102211000","80","Heifers (female bovines that have never calved)","2012-01-01","#NA",94047,"0102210000","80"
14,94049,"0102213000","80","Cows","2012-01-01","#NA",94047,"0102210000","80"
15,94050,"0102219000","80","Other","2012-01-01","#NA",94047,"0102210000","80"
16,94056,"0102290000","80","Other","2012-01-01","#NA",94053,"0102210000","10"
17,96756,"0102290500","80","Of the sub-genus Bibos or of the sub-genus Poephagus","2013-01-01","#NA",94056,"0102290000","80"
18,96757,"0102291000","10","Other","2013-01-01","#NA",94056,"0102290000","80"
19,94057,"0102291000","80","Of a weight not exceeding 80 kg","2012-01-01","#NA",96757,"0102291000","10"
20,94058,"0102291010","80","Young male bovine animals, intended for fattening","2012-01-01","#NA",94057,"0102291000","80"
21,94059,"0102291020","80","Heifers of the grey, brown or yellow mountain breeds and spotted Pinzgau breed, other than for slaughter","2012-01-01","#NA",94057,"0102291000","80"
22,94060,"0102291030","80","Heifers of the Schwyz and Fribourg breeds, other than for slaughter","2012-01-01","#NA",94057,"0102291000","80"
23,94061,"0102291040","80","Heifers of the spotted Simmental breed, other than for slaughter","2012-01-01","#NA",94057,"0102291000","80"
24,94062,"0102291050","80","Bulls of the Schwyz, Fribourg and spotted Simmental breeds, other than for slaughter","2012-01-01","#NA",94057,"0102291000","80"
25,94063,"0102291090","80","Other","2012-01-01","#NA",94057,"0102291000","80"
26,94064,"0102292100","10","Of a weight exceeding 80 kg but not exceeding 160 kg","2012-01-01","#NA",96757,"0102291000","10"
27,94065,"0102292100","80","For slaughter","2012-01-01","#NA",94064,"0102292100","10"
28,94066,"0102292900","80","Other","2012-01-01","#NA",94064,"0102292100","10"
29,94067,"0102292910","80","Young male bovine animals, intended for fattening","2012-01-01","#NA",94066,"0102292900","80"
30,94068,"0102292920","80","Heifers of the grey, brown or yellow mountain breeds and spotted Pinzgau breed","2012-01-01","#NA",94066,"0102292900","80"
31,94069,"0102292930","80","Heifers of the Schwyz and Fribourg breeds","2012-01-01","#NA",94066,"0102292900","80"
32,94070,"0102292940","80","Heifers of the spotted Simmental breed","2012-01-01","#NA",94066,"0102292900","80"
33,94071,"0102292950","80","Bulls of the Schwyz, Fribourg and spotted Simmental breeds","2012-01-01","#NA",94066,"0102292900","80"
34,94072,"0102292990","80","Other","2012-01-01","#NA",94066,"0102292900","80"
35,94073,"0102294100","10","Of a weight exceeding 160 kg but not exceeding 300 kg","2012-01-01","#NA",96757,"0102291000","10"
36,94074,"0102294100","80","For slaughter","2012-01-01","#NA",94073,"0102294100","10"
37,94075,"0102294900","80","Other","2012-01-01","#NA",94073,"0102294100","10"
38,94076,"0102294910","80","Young male bovine animals, intended for fattening","2012-01-01","#NA",94075,"0102294900","80"
39,94077,"0102294920","80","Heifers and cows of the grey, brown or yellow mountain breeds and spotted Pinzgau breed","2012-01-01","#NA",94075,"0102294900","80"
40,94078,"0102294930","80","Heifers and cows of the Schwyz and Fribourg breeds","2012-01-01","#NA",94075,"0102294900","80"
41,94079,"0102294940","80","Heifers and cows of the spotted Simmental breed","2012-01-01","#NA",94075,"0102294900","80"
42,94080,"0102294950","80","Bulls of the Schwyz, Fribourg and spotted Simmental breeds","2012-01-01","#NA",94075,"0102294900","80"
43,94081,"0102294990","80","Other","2012-01-01","#NA",94075,"0102294900","80"
44,94082,"0102295100","10","Of a weight exceeding 300 kg","2012-01-01","#NA",96757,"0102291000","10"
45,94083,"0102295100","20","Heifers (female bovines that have never calved)","2012-01-01","#NA",94082,"0102295100","10"
46,94084,"0102295100","80","For slaughter","2012-01-01","#NA",94083,"0102295100","20"
47,94085,"0102295110","80","Not yet having any permanent teeth, of a weight of not less than 320 kg but not more than 470 kg","2012-01-01","#NA",94084,"0102295100","80"
48,94086,"0102295190","80","Other","2012-01-01","#NA",94084,"0102295100","80"
49,94087,"0102295900","80","Other","2012-01-01","#NA",94083,"0102295100","20"
50,94088,"0102295911","10","Heifers of the grey, brown or yellow mountain breeds and spotted Pinzgau breed","2012-01-01","#NA",94087,"0102295900","80"
51,94089,"0102295911","80","Not yet having any permanent teeth, of a weight of not less than 320 kg but not more than 470 kg","2012-01-01","#NA",94088,"0102295911","10"
52,94090,"0102295919","80","Other","2012-01-01","#NA",94088,"0102295911","10"
53,94091,"0102295921","10","Of the Schwyz and Fribourg breeds","2012-01-01","#NA",94087,"0102295900","80"
54,94092,"0102295921","80","Not yet having any permanent teeth, of a weight of not less than 320 kg but not more than 470 kg","2012-01-01","#NA",94091,"0102295921","10"
55,94093,"0102295929","80","Other","2012-01-01","#NA",94091,"0102295921","10"
56,94094,"0102295931","10","Of the spotted Simmental breed","2012-01-01","#NA",94087,"0102295900","80"
57,94095,"0102295931","80","Not yet having any permanent teeth, of a weight of not less than 320 kg but not more than 470 kg","2012-01-01","#NA",94094,"0102295931","10"
58,94096,"0102295939","80","Other","2012-01-01","#NA",94094,"0102295931","10"
59,94097,"0102295991","10","Other","2012-01-01","#NA",94087,"0102295900","80"
60,94098,"0102295991","80","Not yet having any permanent teeth, of a weight of not less than 320 kg but not more than 470 kg","2012-01-01","#NA",94097,"0102295991","10"
61,94099,"0102295999","80","Other","2012-01-01","#NA",94097,"0102295991","10"
62,94100,"0102296100","10","Cows","2012-01-01","#NA",94082,"0102295100","10"
63,94101,"0102296100","80","For slaughter","2012-01-01","#NA",94100,"0102296100","10"
64,94102,"0102296900","80","Other","2012-01-01","#NA",94100,"0102296100","10"
65,94103,"0102296910","80","Heifers of the grey, brown or yellow mountain breeds and spotted Pinzgau breed","2012-01-01","#NA",94102,"0102296900","80"
66,94104,"0102296920","80","Of the Schwyz and Fribourg breeds","2012-01-01","#NA",94102,"0102296900","80"
67,94105,"0102296930","80","Of the spotted Simmental breed","2012-01-01","#NA",94102,"0102296900","80"
68,94106,"0102296990","80","Other","2012-01-01","#NA",94102,"0102296900","80"
69,94118,"0102299100","10","Other","2012-01-01","#NA",94082,"0102295100","10"
70,94119,"0102299100","80","For slaughter","2012-01-01","#NA",94118,"0102299100","10"
71,94120,"0102299110","80","Not yet having any permanent teeth, of a weight of not less than 350 kg but not more than 500 kg","2012-01-01","#NA",94119,"0102299100","80"
72,94121,"0102299190","80","Other","2012-01-01","#NA",94119,"0102299100","80"
73,94122,"0102299900","80","Other","2012-01-01","#NA",94118,"0102299100","10"
74,94123,"0102299921","10","Bulls of the Schwyz, Fribourg and spotted Simmental breeds","2012-01-01","#NA",94122,"0102299900","80"
75,94124,"0102299921","80","Not yet having any permanent teeth, of a weight of not less than 350 kg but not more than 500 kg","2012-01-01","#NA",94123,"0102299921","10"
76,94125,"0102299929","80","Other","2012-01-01","#NA",94123,"0102299921","10"
77,94126,"0102299991","10","Other","2012-01-01","#NA",94122,"0102299900","80"
78,94127,"0102299991","80","Not yet having any permanent teeth, of a weight of not less than 350 kg but not more than 500 kg","2012-01-01","#NA",94126,"0102299991","10"
79,94128,"0102299999","80","Other","2012-01-01","#NA",94126,"0102299991","10"
80,94054,"0102310000","10","Buffalo","2012-01-01","#NA",27633,"0102000000","80"
81,94051,"0102310000","80","Pure-bred breeding animals","2012-01-01","#NA",94054,"0102310000","10"
82,94055,"0102390000","80","Other","2012-01-01","#NA",94054,"0102310000","10"
83,94129,"0102391000","80","Domestic species","2012-01-01","#NA",94055,"0102390000","80"
84,96165,"0102391010","80","Of a weight exceeding 160 kg","2012-01-01","#NA",94129,"0102391000","80"
85,96167,"0102391090","80","Other","2012-01-01","#NA",94129,"0102391000","80"
86,94130,"0102399000","80","Other","2012-01-01","#NA",94055,"0102390000","80"
87,27638,"0102900000","80","Other","1972-01-01","#NA",27633,"0102000000","80"
88,94052,"0102902000","80","Pure-bred breeding animals","2012-01-01","#NA",27638,"0102900000","80"
89,94131,"0102909100","10","Other","2012-01-01","#NA",27638,"0102900000","80"
90,94132,"0102909100","80","Domestic species","2012-01-01","#NA",94131,"0102909100","10"
91,96168,"0102909110","80","Of a weight exceeding 160 kg","2012-01-01","#NA",94132,"0102909100","80"
92,96166,"0102909190","80","Other","2012-01-01","#NA",94132,"0102909100","80"
93,94133,"0102909900","80","Other","2012-01-01","#NA",94131,"0102909100","10"
94,27762,"0103000000","80","Live swine","1972-01-01","#NA",27623,"0100000000","80"
95,27763,"0103100000","80","Pure-bred breeding animals","1972-01-01","#NA",27762,"0103000000","80"
96,27764,"0103910000","10","Other","1972-01-01","#NA",27762,"0103000000","80"
97,27765,"0103910000","80","Weighing less than 50 kg","1972-01-01","#NA",27764,"0103910000","10"
98,27766,"0103911000","80","Domestic species","1972-01-01","#NA",27765,"0103910000","80"
99,27767,"0103919000","80","Other","1972-01-01","#NA",27765,"0103910000","80"
100,27768,"0103920000","80","Weighing 50 kg or more","1972-01-01","#NA",27764,"0103910000","10"
101,27769,"0103921100","10","Domestic species","1989-01-01","#NA",27768,"0103920000","80"
102,27770,"0103921100","80","Sows having farrowed at least once, of a weight of not less than 160 kg","1972-01-01","#NA",27769,"0103921100","10"
103,27771,"0103921900","80","Other","1972-01-01","#NA",27769,"0103921100","10"
104,27772,"0103929000","80","Other","1972-01-01","#NA",27768,"0103920000","80"
105,27773,"0104000000","80","Live sheep and goats","1972-01-01","#NA",27623,"0100000000","80"
106,27774,"0104100000","80","Sheep","1972-01-01","#NA",27773,"0104000000","80"
107,27775,"0104101000","80","Pure-bred breeding animals","1972-01-01","#NA",27774,"0104100000","80"
108,27776,"0104103000","10","Other","1993-01-01","#NA",27774,"0104100000","80"
109,27777,"0104103000","80","Lambs (up to a year old)","1993-01-01","#NA",27776,"0104103000","10"
110,27778,"0104108000","80","Other","1993-01-01","#NA",27776,"0104103000","10"
111,27780,"0104200000","80","Goats","1972-01-01","#NA",27773,"0104000000","80"
112,27781,"0104201000","80","Pure-bred breeding animals","1972-01-01","#NA",27780,"0104200000","80"
113,27782,"0104209000","80","Other","1972-01-01","#NA",27780,"0104200000","80"
114,27783,"0105000000","80","Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls","1972-01-01","#NA",27623,"0100000000","80"
115,27784,"0105110000","10","Weighing not more than 185 g","1972-01-01","#NA",27783,"0105000000","80"
116,27785,"0105110000","80","Fowls of the species Gallus domesticus","1972-01-01","#NA",27784,"0105110000","10"
117,27786,"0105111100","10","Grandparent and parent female chicks","1993-01-01","#NA",27785,"0105110000","80"
118,27787,"0105111100","80","Laying stocks","1993-01-01","#NA",27786,"0105111100","10"
119,27788,"0105111900","80","Other","1993-01-01","#NA",27786,"0105111100","10"
120,27789,"0105119100","10","Other","1993-01-01","#NA",27785,"0105110000","80"
121,27790,"0105119100","80","Laying stocks","1993-01-01","#NA",27789,"0105119100","10"
122,27791,"0105119900","80","Other","1993-01-01","#NA",27789,"0105119100","10"
123,59201,"0105120000","80","Turkeys","1996-01-01","#NA",27784,"0105110000","10"
124,94185,"0105130000","80","Ducks","2012-01-01","#NA",27784,"0105110000","10"
125,94186,"0105140000","80","Geese","2012-01-01","#NA",27784,"0105110000","10"
126,94187,"0105150000","80","Guinea fowls","2012-01-01","#NA",27784,"0105110000","10"
127,85304,"0105940000","10","Other","2007-01-01","#NA",27783,"0105000000","80"
128,85305,"0105940000","80","Fowls of the species Gallus domesticus","2007-01-01","#NA",85304,"0105940000","10"
129,27797,"0105990000","80","Other","1972-01-01","#NA",85304,"0105940000","10"
130,27798,"0105991000","80","Ducks","1972-01-01","#NA",27797,"0105990000","80"
131,27799,"0105992000","80","Geese","1972-01-01","#NA",27797,"0105990000","80"
132,27800,"0105993000","80","Turkeys","1972-01-01","#NA",27797,"0105990000","80"
133,27801,"0105995000","80","Guinea fowls","1972-01-01","#NA",27797,"0105990000","80"
134,27802,"0106000000","80","Other live animals","1972-01-01","#NA",27623,"0100000000","80"
135,72769,"0106110000","10","Mammals","2002-01-01","#NA",27802,"0106000000","80"
136,72770,"0106110000","80","Primates","2002-01-01","#NA",72769,"0106110000","10"
137,72771,"0106120000","80","Whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia); seals, sea lions and walruses (mammals of the suborder Pinnipedia)","2002-01-01","#NA",72769,"0106110000","10"
138,94188,"0106130000","80","Camels and other camelids (Camelidae)","2012-01-01","#NA",72769,"0106110000","10"
139,94189,"0106140000","80","Rabbits and hares","2012-01-01","#NA",72769,"0106110000","10"
140,94190,"0106141000","80","Domestic rabbits","2012-01-01","#NA",94189,"0106140000","80"
141,94191,"0106149000","80","Other","2012-01-01","#NA",94189,"0106140000","80"
142,72772,"0106190000","80","Other","2002-01-01","#NA",72769,"0106110000","10"
143,72775,"0106200000","80","Reptiles (including snakes and turtles)","2002-01-01","#NA",27802,"0106000000","80"
144,72776,"0106310000","10","Birds","2002-01-01","#NA",27802,"0106000000","80"
145,72777,"0106310000","80","Birds of prey","2002-01-01","#NA",72776,"0106310000","10"
146,72778,"0106320000","80","Psittaciformes (including parrots, parakeets, macaws and cockatoos)","2002-01-01","#NA",72776,"0106310000","10"
147,94192,"0106330000","80","Ostriches; emus (Dromaius novaehollandiae)","2012-01-01","#NA",72776,"0106310000","10"
148,72779,"0106390000","80","Other","2002-01-01","#NA",72776,"0106310000","10"
149,72780,"0106391000","80","Pigeons","2002-01-01","#NA",72779,"0106390000","80"
150,94193,"0106398000","80","Other","2012-01-01","#NA",72779,"0106390000","80"
151,94194,"0106410000","10","Insects","2012-01-01","#NA",27802,"0106000000","80"
152,94195,"0106410000","80","Bees","2012-01-01","#NA",94194,"0106410000","10"
153,94196,"0106490000","80","Other","2012-01-01","#NA",94194,"0106410000","10"
154,72782,"0106900000","80","Other","2002-01-01","#NA",27802,"0106000000","80"
155,105936,"0106900010","10","Frogs","2021-01-01","#NA",72782,"0106900000","80"
156,105934,"0106900010","80","Fit for human consumption","2021-01-01","#NA",105936,"0106900010","10"
157,105935,"0106900019","80","Other","2021-01-01","#NA",105936,"0106900010","10"
158,105933,"0106900090","80","Other","2021-01-01","#NA",72782,"0106900000","80"
159,27809,"0200000000","80","MEAT AND EDIBLE MEAT OFFAL","1971-12-31","#NA","#NA","#NA","#NA"
160,27810,"0201000000","80","Meat of bovine animals, fresh or chilled","1972-01-01","#NA",27809,"0200000000","80"
161,27811,"0201100000","80","Carcases and half-carcases","1972-01-01","#NA",27810,"0201000000","80"
162,104276,"0201100021","10","High quality beef and veal","2017-09-21","#NA",27811,"0201100000","80"
163,104254,"0201100021","80","Of bison","2017-09-21","#NA",104276,"0201100021","10"
164,104255,"0201100029","80","Other","2017-09-21","#NA",104276,"0201100021","10"
165,104272,"0201100092","10","Other","2017-09-21","#NA",27811,"0201100000","80"
166,104271,"0201100092","20","Carcases of a weight of 180 kg or more but not exceeding 300 kg and half-carcases, of a weight of 90 kg or more but not exceeding 150 kg, with a low degree of ossification of the cartilages (in particular those of the symphysis pubis and the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour","2017-09-21","#NA",104272,"0201100092","10"
167,104260,"0201100092","80","Of bison","2017-09-21","#NA",104271,"0201100092","20"
168,104262,"0201100094","80","Other","2017-09-21","#NA",104271,"0201100092","20"
169,104275,"0201100097","10","Other","2017-09-21","#NA",104272,"0201100092","10"
170,104273,"0201100097","80","Of bison","2017-09-21","#NA",104275,"0201100097","10"
171,104274,"0201100098","80","Other","2017-09-21","#NA",104275,"0201100097","10"
172,27824,"0201200000","80","Other cuts with bone in","1972-01-01","#NA",27810,"0201000000","80"
173,27835,"0201202000","80","'Compensated' quarters","1993-01-01","#NA",27824,"0201200000","80"
174,104282,"0201202021","10","High quality beef and veal","2017-09-21","#NA",27835,"0201202000","80"
175,104280,"0201202021","80","Of bison","2017-09-21","#NA",104282,"0201202021","10"
176,104281,"0201202029","80","Other","2017-09-21","#NA",104282,"0201202021","10"
177,104287,"0201202092","10","Other","2017-09-21","#NA",27835,"0201202000","80"
178,104288,"0201202092","20","""Compensated"" quarters, of a weight of 90 kg or more but not exceeding 150 kg, with a low degree of ossification of the cartilages (in particular those of the symphysis pubis and the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour","2017-09-21","#NA",104287,"0201202092","10"
179,104289,"0201202092","80","Of bison","2017-09-21","#NA",104288,"0201202092","20"
180,104290,"0201202094","80","Other","2017-09-21","#NA",104288,"0201202092","20"
181,104294,"0201202097","10","Other","2017-09-21","#NA",104287,"0201202092","10"
182,104296,"0201202097","80","Of bison","2017-09-21","#NA",104294,"0201202097","10"
183,104297,"0201202098","80","Other","2017-09-21","#NA",104294,"0201202097","10"
184,27849,"0201203000","80","Unseparated or separated forequarters","1993-01-01","#NA",27824,"0201200000","80"
185,104301,"0201203021","10","High quality beef and veal","2017-09-21","#NA",27849,"0201203000","80"
186,104303,"0201203021","80","Of bison","2017-09-21","#NA",104301,"0201203021","10"
187,104304,"0201203029","80","Other","2017-09-21","#NA",104301,"0201203021","10"
188,104362,"0201203092","10","Other","2017-09-21","#NA",27849,"0201203000","80"
189,104363,"0201203092","20","Separated forequarters of a weight of 45 kg or more but not exceeding 75 kg, with a low degree of ossification of the cartilages (in particular those of the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour","2017-09-21","#NA",104362,"0201203092","10"
190,104364,"0201203092","80","Of bison","2017-09-21","#NA",104363,"0201203092","20"
191,104365,"0201203094","80","Other","2017-09-21","#NA",104363,"0201203092","20"
192,104366,"0201203097","10","Other","2017-09-21","#NA",104362,"0201203092","10"
193,104368,"0201203097","80","Of bison","2017-09-21","#NA",104366,"0201203097","10"
194,104367,"0201203098","80","Other","2017-09-21","#NA",104366,"0201203097","10"
195,27863,"0201205000","80","Unseparated or separated hindquarters","1993-01-01","#NA",27824,"0201200000","80"
196,104434,"0201205021","10","High quality beef and veal","2017-09-21","#NA",27863,"0201205000","80"
197,104435,"0201205021","80","Of bison","2017-09-21","#NA",104434,"0201205021","10"
198,104436,"0201205029","80","Other","2017-09-21","#NA",104434,"0201205021","10"
199,104437,"0201205092","10","Other","2017-09-21","#NA",27863,"0201205000","80"
200,104438,"0201205092","20","Separated hindquarters of a weight of 45 kg or more but not exceeding 75 kg (38 kg or more but not exceeding 68 kg in the case of ""Pistola"" cuts), with a low degree of ossification of the cartilages (more especially those of the vertebral apophyses), the meat of which is a light pink colour and the fat of which, of extremely fine structure, is white to light yellow in colour","2017-09-21","#NA",104437,"0201205092","10"
201,104439,"0201205092","80","Of bison","2017-09-21","#NA",104438,"0201205092","20"
202,104440,"0201205094","80","Other","2017-09-21","#NA",104438,"0201205092","20"
203,104441,"0201205097","10","Other","2017-09-21","#NA",104437,"0201205092","10"
204,104442,"0201205097","80","Of bison","2017-09-21","#NA",104441,"0201205097","10"
205,104443,"0201205098","80","Other","2017-09-21","#NA",104441,"0201205097","10"
206,27879,"0201209000","80","Other","1972-01-01","#NA",27824,"0201200000","80"
207,104445,"0201209011","10","High quality beef and veal","2017-09-21","#NA",27879,"0201209000","80"
208,104446,"0201209011","80","Of bison","2017-09-21","#NA",104445,"0201209011","10"
209,104448,"0201209015","80","Other","2017-09-21","#NA",104445,"0201209011","10"
210,104449,"0201209091","10","Other","2017-09-21","#NA",27879,"0201209000","80"
211,104447,"0201209091","80","Of bison","2017-09-21","#NA",104449,"0201209091","10"
212,104451,"0201209099","80","Other","2017-09-21","#NA",104449,"0201209091","10"
213,27882,"0201300000","80","Boneless","1972-01-01","#NA",27810,"0201000000","80"
214,104452,"0201300031","10","High quality","2017-09-21","#NA",27882,"0201300000","80"
215,104453,"0201300031","80","Of bison","2017-09-21","#NA",104452,"0201300031","10"
216,104455,"0201300039","80","Other","2017-09-21","#NA",104452,"0201300031","10"
217,104456,"0201300041","10","Other","2017-09-21","#NA",27882,"0201300000","80"
218,104459,"0201300041","20","Buffalo meat","2017-09-21","#NA",104456,"0201300041","10"
219,104454,"0201300041","80","Of bison","2017-09-21","#NA",104459,"0201300041","20"
220,104457,"0201300049","80","Other","2017-09-21","#NA",104459,"0201300041","20"
221,27884,"0201300090","80","Other","1972-01-01","#NA",104456,"0201300041","10"
222,27885,"0202000000","80","Meat of bovine animals, frozen","1972-01-01","#NA",27809,"0200000000","80"
223,27886,"0202100000","80","Carcases and half-carcases","1972-01-01","#NA",27885,"0202000000","80"
224,104293,"0202100011","10","High quality beef and veal","2017-09-21","#NA",27886,"0202100000","80"
225,104291,"0202100011","80","Of bison","2017-09-21","#NA",104293,"0202100011","10"
226,104292,"0202100015","80","Other","2017-09-21","#NA",104293,"0202100011","10"
227,104322,"0202100091","10","Other","2017-09-21","#NA",27886,"0202100000","80"
228,104323,"0202100091","80","Of bison","2017-09-21","#NA",104322,"0202100091","10"
229,104321,"0202100099","80","Other","2017-09-21","#NA",104322,"0202100091","10"
230,27889,"0202200000","80","Other cuts with bone in","1972-01-01","#NA",27885,"0202000000","80"
231,27890,"0202201000","80","'Compensated' quarters","1972-01-01","#NA",27889,"0202200000","80"
232,104324,"0202201011","10","High quality beef and veal","2017-09-21","#NA",27890,"0202201000","80"
233,104325,"0202201011","80","Of bison","2017-09-21","#NA",104324,"0202201011","10"
234,104327,"0202201015","80","Other","2017-09-21","#NA",104324,"0202201011","10"
235,104329,"0202201091","10","Other","2017-09-21","#NA",27890,"0202201000","80"
236,104326,"0202201091","80","Of bison","2017-09-21","#NA",104329,"0202201091","10"
237,104328,"0202201099","80","Other","2017-09-21","#NA",104329,"0202201091","10"
238,27893,"0202203000","80","Unseparated or separated forequarters","1972-01-01","#NA",27889,"0202200000","80"
239,104331,"0202203011","10","High quality beef and veal","2017-09-21","#NA",27893,"0202203000","80"
240,104334,"0202203011","80","Of bison","2017-09-21","#NA",104331,"0202203011","10"
241,104339,"0202203015","80","Other","2017-09-21","#NA",104331,"0202203011","10"
242,104340,"0202203081","10","Other","2017-09-21","#NA",27893,"0202203000","80"
243,104345,"0202203081","20","Intended for processing","2017-09-21","#NA",104340,"0202203081","10"
244,104346,"0202203081","30","For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)","2017-09-21","#NA",104345,"0202203081","20"
245,104335,"0202203081","80","Of bison","2017-09-21","#NA",104346,"0202203081","30"
246,104341,"0202203082","80","Other","2017-09-21","#NA",104346,"0202203081","30"
247,104347,"0202203083","10","For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)","2017-09-21","#NA",104345,"0202203081","20"
248,104336,"0202203083","80","Of bison","2017-09-21","#NA",104347,"0202203083","10"
249,104342,"0202203084","80","Other","2017-09-21","#NA",104347,"0202203083","10"
250,104349,"0202203085","10","Other","2017-09-21","#NA",104345,"0202203081","20"
251,104337,"0202203085","80","Of bison","2017-09-21","#NA",104349,"0202203085","10"
252,104343,"0202203086","80","Other","2017-09-21","#NA",104349,"0202203085","10"
253,104348,"0202203087","10","Other","2017-09-21","#NA",104340,"0202203081","10"
254,104338,"0202203087","80","Of bison","2017-09-21","#NA",104348,"0202203087","10"
255,104344,"0202203088","80","Other","2017-09-21","#NA",104348,"0202203087","10"
256,27898,"0202205000","80","Unseparated or separated hindquarters","1972-01-01","#NA",27889,"0202200000","80"
257,104356,"0202205011","10","High quality beef and veal","2017-09-21","#NA",27898,"0202205000","80"
258,104357,"0202205011","80","Of bison","2017-09-21","#NA",104356,"0202205011","10"
259,104358,"0202205015","80","Other","2017-09-21","#NA",104356,"0202205011","10"
260,104359,"0202205091","10","Other","2017-09-21","#NA",27898,"0202205000","80"
261,104360,"0202205091","80","Of bison","2017-09-21","#NA",104359,"0202205091","10"
262,104361,"0202205099","80","Other","2017-09-21","#NA",104359,"0202205091","10"
263,27901,"0202209000","80","Other","1972-01-01","#NA",27889,"0202200000","80"
264,104333,"0202209011","10","High quality beef and veal","2017-09-21","#NA",27901,"0202209000","80"
265,104369,"0202209011","80","Of bison","2017-09-21","#NA",104333,"0202209011","10"
266,104371,"0202209015","80","Other","2017-09-21","#NA",104333,"0202209011","10"
267,104373,"0202209091","10","Other","2017-09-21","#NA",27901,"0202209000","80"
268,104370,"0202209091","80","Of bison","2017-09-21","#NA",104373,"0202209091","10"
269,104372,"0202209099","80","Other","2017-09-21","#NA",104373,"0202209091","10"
270,27904,"0202300000","80","Boneless","1972-01-01","#NA",27885,"0202000000","80"
271,27905,"0202301000","80","Forequarters, whole or cut into a maximum of five pieces, each quarter being in a single block; 'compensated' quarters in two blocks, one of which contains the forequarter, whole or cut into a maximum of five pieces, and the other, the hindquarter, excluding the tenderloin, in one piece","1972-01-01","#NA",27904,"0202300000","80"
272,104375,"0202301011","10","High quality beef and veal","2017-09-21","#NA",27905,"0202301000","80"
273,104376,"0202301011","80","Of bison","2017-09-21","#NA",104375,"0202301011","10"
274,104379,"0202301015","80","Other","2017-09-21","#NA",104375,"0202301011","10"
275,104382,"0202301081","10","Other","2017-09-21","#NA",27905,"0202301000","80"
276,104383,"0202301081","20","Intended for processing","2017-09-21","#NA",104382,"0202301081","10"
277,104384,"0202301081","30","For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)","2017-09-21","#NA",104383,"0202301081","20"
278,104387,"0202301081","80","Of bison","2017-09-21","#NA",104384,"0202301081","30"
279,104390,"0202301082","80","Other","2017-09-21","#NA",104384,"0202301081","30"
280,104385,"0202301083","10","For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)","2017-09-21","#NA",104383,"0202301081","20"
281,104388,"0202301083","80","Of bison","2017-09-21","#NA",104385,"0202301083","10"
282,104391,"0202301084","80","Other","2017-09-21","#NA",104385,"0202301083","10"
283,104408,"0202301085","10","Other","2017-09-21","#NA",104383,"0202301081","20"
284,104409,"0202301085","80","Of bison","2017-09-21","#NA",104408,"0202301085","10"
285,104410,"0202301086","80","Other","2017-09-21","#NA",104408,"0202301085","10"
286,104386,"0202301087","10","Other","2017-09-21","#NA",104382,"0202301081","10"
